"代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放頻率","平均股利(元)","2017發放年度","2018發放年度","2019發放年度","2020發放年度","2021發放年度","2022發放年度","2023發放年度","2024發放年度","2025發放年度","2026發放年度"
="4535","至興","01/08","28.5","0","0","年","1.561","2.25","2.15","1.15","1","0.7","1.6","2","1.6","1.6",""
="4538","大詠城","01/08","17.05","-0.05","-0.29","年","0.705","0.5","1.4","1.2","0.2","0.8","0.5","0.545","0.798","0.4",""
="4540","全球傳動","01/08","36.9","-1.1","-2.89","年","0.965","0.3","1.2","3.6","0","0.8","1.3","1.485","0","0",""
="4541","晟田","01/08","41.5","+0.8","+1.97","年","0.574","0.3","0.3","1.095","0.719","0.2","0.4","1.4","0","0.75",""
="4542","科嶠","01/08","95.9","+8.7","+9.98","年","1.022","0","1.8","1.2","1.2","1","1","0.5","1.5","0.999",""
="4543","萬在","01/08","27.5","-0.65","-2.31","年","0.623","0.4","0.3","0.999","0.712","0","0","1.2","1","1",""
="4545","銘鈺","01/08","39.3","-1.3","-3.2","年","0.983","2.25","0.5","0.35","0.35","0.55","0.7","1.5","1","1.65",""
="4549","桓達","01/08","103.5","-3","-2.82","年","3.91","3","4","4","4","3.988","4.1","4","4","4.1",""
="4550","長佳","01/08","24.95","-0.25","-0.99","年","1.647","1.974","1.272","1.25","1.5","1.68","1.15","1.9","2.1","2",""
="4551","智伸科","01/08","114","-2","-1.72","年","4.18","4.6","6.35","3.1","1.869","4","5","6","2.5","4.2",""
="4552","力達-KY","01/08","23.7","-0.15","-0.63","年","2.501","8","5","2.3","1.7","1.11","1","1.3","1.1","1",""
="4554","橙的","01/08","26.75","-0.15","-0.56","年","0.477","0.8","0","0","0.1","0.14","0.9","1","1","0.35",""
="4555","氣立","01/08","39.85","-0.45","-1.12","年","1.444","2","2","2","1.2","1.497","1.777","1.523","0.498","0.5",""
="4556","旭然","01/08","23.4","-0.15","-0.64","年","0.504","0.36","0.36","1.25","0.698","0.45","0.35","0.52","0.25","0.3",""
="4557","永新-KY","01/08","77.5","-0.1","-0.13","年","5.278","5","5","5","5","3.5","4.5","7","6","6.5",""
="4558","寶緯","01/08","19.05","+0.1","+0.53","年","1","1","1","1","0.5","1","3","1","0","0.5",""
="4560","強信-KY","01/08","32.45","-0.05","-0.15","年","2.082","1.6","2.476","3.471","3.99","1","1.8","2.2","1","1.2",""
="4561","健椿","01/08","31.35","-0.6","-1.88","年","0.76","0.2","0.69","1","0.25","0.9","0.9","0.7","1","1.2",""
="4562","穎漢","01/08","37.5","-1.85","-4.7","年","0.556","1.5","2","1.5","0","0","0","0","0","0",""
="4563","百德","01/08","47.85","-1.65","-3.33","年","1.67","3","5.5","3","0","0","0","0","0.534","3",""
="4564","元翎","01/08","17.2","0","0","年","1.1","1.2","1.2","2.5","2.2","1.3","1.3","0.2","0","0",""
="4566","時碩工業","01/08","55.9","+0.4","+0.72","年","1.604","1","2.39","1.994","1.644","1.187","1.185","2.1","1.435","1.503",""
="4568","科際精密","01/08","42.2","+0.05","+0.12","年","3.58","3.78","4.431","4.477","3.228","4.001","4.001","3.8","2.5","2.003",""
="4569","六方科-KY","01/08","146.5","-1.5","-1.01","年","5.237","","","","","","","5.5","4.5","5.711",""
="4571","鈞興-KY","01/08","165.5","-1.5","-0.9","年","3.483","","","1.1","3.3","3.6","4.5","3.6","3.1","5.18",""
="4572","駐龍","01/08","150","+0.5","+0.33","年","3.856","","0.5","3.5","5","5","5","2.106","5","4.744",""
="4576","大銀微系統","01/08","103","-4.5","-4.19","年","0.491","","","0.8","0.04","0.3","1","1","0.1","0.2",""
="4577","達航科技","01/08","50.7","-0.2","-0.39","年","0.901","","","0.702","1.053","1.395","1.531","1.628","0","0",""
="4580","捷流閥業","01/08","81.1","0","0","年","4.797","","","3.2","5","5.11","5.217","5.25","4.798","5.002",""
="4581","光隆精密-KY","01/08","51.2","-0.2","-0.39","年","2.633","","","","3","2","1.5","2.5","3.6","3.2",""
="4583","台灣精銳","01/08","702","+58","+9.01","年","9.2","","","","","6","8","10","10","12",""
="4584","君帆","01/08","46","0","0","年","1.975","","","","","","2.5","2","1.2","2.2",""
="4585","達明","01/08","334.5","-0.5","-0.15","年","0","","","","","","0","0","0","0",""
="4588","玖鼎電力","01/08","60.3","+0.4","+0.67","年","2.333","","","","","","","1","3","3",""
="4609","唐鋒","01/08","6.09","+0.29","+5","年","0","0","0","0","0","0","0","0","0","0",""
="4702","中美實","01/08","9.55","-0.03","-0.31","年","0","0","0","0","0","0","0","0","0","0",""
="4706","大恭","01/08","29.2","-0.95","-3.15","年","0.8","1.3","1.1","1","0.6","0.8","0.9","0.6","0.2","0.7",""
="4707","磐亞","01/08","10.25","-0.15","-1.44","年","0.156","0.1","0.1","0.1","0.15","0.15","0.15","0.15","0.25","0.25",""
="4711","永純","01/08","15.2","-0.05","-0.33","年","0.778","1.4","1.2","0.5","0.6","0.8","1","0.5","0.5","0.5",""
="4716","大立","01/08","15.75","-0.3","-1.87","年","0.244","0.2","0.15","0.405","0.51","0.245","0.485","0","0","0.2",""
="4720","德淵","01/08","18.6","-0.3","-1.59","年","0.354","0.6","0.2","0.15","0.299","0","0.2","0.2","0.536","1",""
="4721","美琪瑪","01/08","68.2","-1.3","-1.87","年","2.493","1.55","2.4","2.8","2.44","1.39","3.8","4.6","1.1","2.36",""
="4722","國精化","01/08","167","-7.5","-4.3","年","1.788","2.5","1.5","1.8","1.8","2","2.2","1.9","1","1.396",""
="4726","永昕","01/08","34.4","+3.1","+9.9","年","0","0","0","0","0","0","0","0","0","0",""
="4728","雙美","01/08","395","-2.5","-0.63","年","4.611","0","0.297","1.2","1.5","2","4.4","9.5","11","11.6",""
="4729","熒茂","01/08","24.6","-0.6","-2.38","年","0.167","0","0","0","0","0","0","0.5","0.5","0.5",""
="4736","泰博","01/08","123","+1.5","+1.23","年","10.08","5","4.904","7.992","6.432","11.42","14.94","19.98","10","10",""
="4737","華廣","01/08","55.3","+0.3","+0.55","年","2.27","4.138","4.14","1.998","1.993","2.062","1.999","2.1","1.999","0",""
="4739","康普","01/08","67.5","-2.8","-3.98","年","2.12","2.697","3.01","3.2","1.227","1.2","3","3","0.8","0.95",""
="4741","泓瀚","01/08","22.75","-0.6","-2.57","年","1.75","3.5","3","1.949","1.5","0.6","0.8","1.4","1.8","1.2",""
="4743","合一","01/08","63","+2.1","+3.45","年","0.011","0","0","0","0","0","0","0.098","0","0",""
="4744","皇將","01/08","29.8","+0.7","+2.41","年","1.108","2","1","1.5","1.635","1.2","1.199","0.933","0.1","0.4",""
="4745","合富-KY","01/08","23.05","+0.05","+0.22","年","0.933","1.999","0.2","0.3","1.2","1.2","1.5","1.6","0.4","0",""
="4746","台耀","01/08","59.8","+0.2","+0.34","年","1.486","2.878","2","0.5","0","0","2","1","2","3",""
="4747","強生","01/08","58.9","+0.6","+1.03","年","1.752","1.9","1.8","1.65","1.8","1.92","1.45","2","1.498","1.75",""
="4749","新應材","01/08","910","-40","-4.21","年","3.196","","","","","","1","3.002","2.794","5.989",""
="4754","國碳科","01/08","38.35","-0.2","-0.52","年","1.589","2.6","2.6","1.5","1.5","0.5","1","0.8","1.8","2",""
="4760","勤凱","01/08","172","-8.5","-4.71","年","2.206","0.5","0.8","1.4","0.8","3.174","4.578","2.199","2.7","3.7",""
="4767","誠泰科技","01/08","26.2","+0.15","+0.58","年","1.389","1.5","1.5","1.2","1","1.2","1.5","1.3","1.5","1.8",""
="4768","晶呈科技","01/08","409","-20.5","-4.77","年","1.844","","0.09","0.14","0.02","0.8","1.7","4.5","3.5","4",""
="4770","上品","01/08","237","-6","-2.47","年","8.717","","","","4","4.3","8","12","12","12",""
="4771","望隼","01/08","177","+4.5","+2.61","年","3.189","","","","","","1.5","2.5","3.235","5.522",""
="4772","台特化","01/08","370","+6","+1.65","年","1.082","","","","","","0.65","0.68","1","2",""
="4806","桂田文創","01/08","9.88","0","0","年","0.022","0.2","0","0","0","0","0","0","0","0",""
="4807","日成-KY","01/08","18.1","0","0","年","1.401","3","3","4.003","0","0.5","1.66","0.45","0","0",""
="4903","聯光通","01/08","36.5","-1.3","-3.44","年","0","0","0","0","0","0","0","0","0","0",""
="4904","遠傳","01/08","89.1","-0.2","-0.22","年","3.451","3.75","3.75","3.75","3.25","3.25","3.25","3.25","3.25","3.56",""
="4905","台聯電","01/08","60.5","-2.1","-3.35","年","1.514","1.05","2.072","2.548","1.521","1","1.232","1.2","1.5","1.5",""
="4906","正文","01/08","26.3","-0.95","-3.49","年","1.214","1.46","0.986","0","0.503","1.956","1.539","1.5","1.481","1.501",""
="4907","富宇","01/08","46.7","+0.55","+1.19","年","1.222","0","1.5","1.5","1.2","1.2","1.3","1.2","1.3","1.8",""
="4908","前鼎","01/08","74.5","-1.3","-1.72","年","1.496","0.65","0.808","0.86","1.1","1.1","1.8","3","2.4","1.75",""
="4909","新復興","01/08","57","+2.1","+3.83","年","1.067","1.2","0.6","0.7","0.3","0.3","0","0","0.5","6",""
="4911","德英","01/08","41.25","-0.4","-0.96","年","0.148","0","0","0","0","0","0","0","0.571","0.757",""
="4915","致伸","01/08","77.1","-1.9","-2.41","年","3.19","2.5","3.201","2.4","2.4","3.001","3.102","3.901","4","4.201",""
="4916","事欣科","01/08","58.6","+1.6","+2.81","年","0.957","1","0.989","2.473","2","0.5","0.5","0.376","0.4","0.376",""
="4919","新唐","01/08","55.5","+0.8","+1.46","年","2.751","2.4","2.5","2.5","1.2","0.758","5","7","3","0.4",""
="4927","泰鼎-KY","01/08","38.1","+0.4","+1.06","年","1.693","0.78","0","2.461","3","3","4","2","0","0",""
="4930","燦星網","01/08","22.2","+0.15","+0.68","年","1.667","0.3","0","0","0.5","3.5","4.8","2","2.3","1.6",""
="4931","新盛力","01/08","167","-9.5","-5.38","年","1.031","0.5","0.2","1","1.7","0.89","0","2.189","0.8","2.002",""
="4933","友輝","01/08","59.4","-0.1","-0.17","年","2.47","1.35","0.8","1.614","1.085","2.188","3.317","2.911","2.977","5.99",""
="4934","太極","01/08","14.2","-0.5","-3.4","年","0","0","0","0","0","0","0","0","0","0",""
="4935","茂林-KY","01/08","40.5","+0.15","+0.37","年","2.722","3","1","0.8","1.5","5.5","5","4","1.5","2.2",""
="4938","和碩","01/08","70.5","+0.9","+1.29","年","4.325","4.929","4.002","3.501","4.5","4.489","5.001","4.003","4.001","4.503",""
="4939","亞電","01/08","36.75","-0.3","-0.81","年","0.598","0","0.5","0.5","0.25","1.25","1.4","0.48","0.5","0.5",""
="4942","嘉彰","01/08","39.7","-0.15","-0.38","年","2.222","1.5","1.2","2.5","2.5","2.5","3","2.5","2.3","2",""
="4943","康控-KY","01/08","12.45","-0.05","-0.4","年","1.361","1.5","5","5.153","0.5","0.1","0","0","0","0",""
="4946","辣椒","01/08","102","-1.5","-1.45","年","0.056","0","0.5","0","0","0","0","0","0","0",""
="4949","有成精密","01/08","37.05","-0.65","-1.72","年","0.778","0","0","0","0.5","0.3","0.2","2.5","2.4","1.1",""
="4950","金耘國際","01/08","17.85","+0.35","+2","年","0.116","1.046","0","0","0","0","0","0","0","0",""
="4951","精拓科","01/08","63.9","-0.3","-0.47","年","2.078","1","1","1","1.5","1.5","3.503","3.5","2.5","3.2",""
="4952","凌通","01/08","36.85","-0.05","-0.14","年","3.017","3.5","3","2.5","1.8","2.4","5.4","5","1.3","2.25",""
="4953","緯軟","01/08","134","+0.5","+0.37","年","3.338","1.1","0.5","1.695","3.232","4.984","4.587","5","4.957","3.99",""
="4956","光鋐","01/08","20.4","-0.65","-3.09","年","0.1","0","0.5","0","0","0","0.4","0","0","0",""
="4958","臻鼎-KY","01/08","143","-5.5","-3.7","年","4.226","2.2","3.3","4.46","4.5","4.5","5","6","3.275","4.8",""
="4961","天鈺","01/08","148","-4","-2.63","年","6.168","1.201","0.5","1.301","1.001","2.5","17","8.5","10.64","12.87",""
="4967","十銓","01/08","210","+9","+4.48","年","1.16","0","1","2","0.928","0.862","0","1","1.651","3",""
="4968","立積","01/08","124","-4","-3.12","年","1.589","1.68","0.63","1.492","1.902","4","3.5","0","0","1.096",""
="4971","IET-KY","01/08","287","-9","-3.04","年","1.167","1.996","2","0.992","1.015","1","1.5","1.998","0","0",""
="4972","湯石照明","01/08","18.05","+0.05","+0.28","年","1.902","2.6","2.3","2.359","2.241","2.4","2.1","1.62","0.7","0.8",""
="4973","廣穎","01/08","48.5","+4.4","+9.98","年","1.356","1.8","1","1.2","1.2","1","1","2","2","1",""
="4974","亞泰","01/08","69.3","-1","-1.42","年","3.876","2.487","2.75","3.1","3.3","3.5","4.3","5.8","4.2","5.45",""
="4976","佳凌","01/08","30.15","-0.1","-0.33","年","0","0","0","0","0","0","0","0","0","0",""
="4977","眾達-KY","01/08","129","0","0","年","3.619","4.8","4.64","3.559","3.5","5.9","3.22","2.5","2.2","2.253",""
="4979","華星光","01/08","309","+14","+4.75","年","0.337","0","0","0","0","0","0","0.059","1.43","1.545",""
="4987","科誠","01/08","73.7","+0.4","+0.55","年","3.844","3.5","4.7","5","3.2","2","3","4.5","3.5","5.2",""
="4991","環宇-KY","01/08","209.5","-3","-1.41","年","0.403","0.95","0.979","1.192","0.507","0","0","0","0","0",""
="4994","傳奇","01/08","101.5","+3.5","+3.57","年","1.667","0","0","0","1","3","1.5","0.5","4","5",""
="4995","晶達","01/08","40.35","-0.55","-1.34","年","2.845","1.8","2.262","2.148","3.699","1.799","2.497","4.199","3.2","3.998",""
="4999","鑫禾","01/08","23.5","+0.7","+3.07","年","2.317","3.1","3","3.5","2.5","3","2","1.75","1","1",""
="5007","三星","01/08","54.9","-0.6","-1.08","年","2.722","2.5","3","3","2","2","3","3","3","3",""
="5011","久陽","01/08","10.5","-0.25","-2.33","年","0.627","0.5","0","1","0","0","0.95","1.993","1","0.2",""
="5013","強新","01/08","29.35","+0.35","+1.21","年","0.878","0.3","0.8","0.5","0.5","0.5","2","1.6","0.9","0.8",""
="5014","建錩","01/08","11.25","+0.25","+2.27","年","0.489","0.8","0.3","0","0","0","1.2","0.8","1","0.303",""
="5015","華祺","01/08","27.8","-0.35","-1.24","年","3.167","2.5","3.1","4.2","2.4","1.9","3.5","5.6","3","2.3",""
="5016","松和","01/08","25.3","+0.05","+0.2","年","1.989","2.5","3","2.5","1.3","2","3.3","1.4","0.7","1.2",""
="5201","凱衛","01/08","43.75","+0.15","+0.34","年","1.067","0","0.3","1.4","0.3","2.8","1.5","0.45","1.5","1.35",""
="5202","力新","01/08","16","-0.15","-0.93","年","0.257","0","0","0.43","0","0","0.679","0","0.7","0.5",""
="5203","訊連","01/08","88","-0.2","-0.23","年","2.555","1.7","1.691","2.99","3.638","2.262","1.714","2.3","2.8","3.899",""
="5205","中茂","01/08","31.95","+0.05","+0.16","年","0","0","","","0","0","0","0","0","0",""
="5206","坤悅","01/08","32.6","0","0","年","0.748","0.5","0.7","0.7","0.75","1.3","0.48","0.5","1.3","0.5",""
="5209","新鼎","01/08","171.5","-0.5","-0.29","年","5.913","2.506","2.877","2.777","2.97","3.966","8.792","7.484","10.51","11.33",""
="5210","寶碩","01/08","22.8","+0.3","+1.33","年","0","0","0","0","0","0","0","0","0","0",""
="5211","蒙恬","01/08","26.7","-0.1","-0.37","年","0.309","0.61","0.32","0","0.4","0","0.7","0.75","0","0",""
="5212","凌網","01/08","53.2","-0.1","-0.19","年","2.183","0.72","0.8","1.5","2.18","2.85","2.5","2.6","3","3.5",""
="5213","亞昕","01/08","25.65","+2.3","+9.85","年","1.1","0.5","0.971","2","0","1.996","0.887","0.652","1.624","1.27",""
="5215","科嘉-KY","01/08","35","0","0","年","3.167","3","1","2.5","3","8","5","2","1.5","2.5",""
="5220","萬達光電","01/08","17.45","-0.65","-3.59","年","1.989","2.5","2.6","3","1.4","3","2.2","1.8","0.9","0.5",""
="5222","全訊","01/08","131","+2","+1.55","年","2.167","0","0","0.5","3","1.5","3.5","3","4","4",""
="5223","安力-KY","01/08","30.15","+2.7","+9.84","年","1.579","0.6","2","2.3","1.201","3.415","2.7","2","0","0",""
="5225","東科-KY","01/08","99.9","+0.5","+0.5","年","2.693","1.116","0.704","1.3","0.51","0","0.6","3.045","6.572","10.39",""
="5227","立凱-KY","01/08","26.55","+2.4","+9.94","年","0","0","0","0","0","0","0","0","0","0",""
="5228","鈺鎧","01/08","20.25","-0.85","-4.03","年","0.131","0.04","0","0.2","0","0.2","0.441","0.3","0","0",""
="5230","雷笛克光學","01/08","17.8","-0.2","-1.11","年","0.899","1.2","1.8","1.224","0.638","0.6","0.8","0.8","0.517","0.512",""
="5234","達興材料","01/08","369.5","+8","+2.21","年","4.356","3","3.5","5","5","5","5.3","3.3","4.1","5",""
="5236","凌陽創新","01/08","116.5","+1.5","+1.3","年","4.898","1","0","1","2.35","8","10","7","7","7.733",""
="5243","乙盛-KY","01/08","77.4","-3.7","-4.56","年","1.622","1.5","2","1.5","1.8","1.7","1.4","1.6","1.6","1.5",""
="5244","弘凱","01/08","38.15","-1.15","-2.93","年","1.511","0.4","1.5","1.002","1.5","2","3","1.5","1.2","1.5",""
="5245","智晶","01/08","27.8","-1.85","-6.24","年","2.212","5","5","1.5","0.43","1","4.482","2.5","0","0",""
="5251","天鉞電","01/08","34.2","-0.65","-1.87","年","0.289","2.001","0.6","0","0","0","0","0","0","0",""
="5258","虹堡","01/08","62.3","-1.2","-1.89","年","0.895","2","0.4","0","0","0.6","0.539","0.8","1.2","2.518",""
="5263","智崴","01/08","110.5","-2.5","-2.21","年","2.11","2.5","4","4","5.6","0","0","1.453","0.5","0.94",""
="5269","祥碩","01/08","1275","-30","-2.3","年","17.01","4.5","6","12","11.97","24","26","20","18.58","30",""
="5272","笙科","01/08","19.65","-0.2","-1.01","年","0.496","1.4","1.5","0","0","0","0.861","0.706","0","0",""
="5274","信驊","01/08","7650","+270","+3.66","年","27.22","12","15","18","22","26","35","45","20","52",""
="5276","達輝-KY","01/08","16.2","+0.45","+2.86","年","0.569","2","0.674","0.54","0","0","0.11","0.6","0.6","0.6",""
="5285","界霖","01/08","49.7","-1.4","-2.74","年","2.736","1.554","3.163","3.538","2.46","2.412","4","3.5","2","2",""
="5289","宜鼎","01/08","645","-10","-1.53","年","8.286","3.882","5.609","6","7.5","6.696","11.52","13.78","10.2","9.377",""
="5291","邑昇","01/08","33.65","-1.45","-4.13","年","0.955","0","0","0.8","1.207","1.071","2.013","2.7","0.8","0",""
="5292","華懋","01/08","171.5","-6","-3.38","年","2.917","","","","2","2","1.5","3","4.5","4.5",""
="5299","杰力","01/08","70.3","-1","-1.4","年","5.431","0.792","2.75","5.1","5.5","6.497","11.59","8.397","4.11","4.15",""
="5301","寶得利","01/08","10.4","+0.5","+5.05","年","0","0","0","0","0","0","0","0","0","0",""
="5302","太欣","01/08","10.3","+0.92","+9.81","年","0","0","0","0","0","0","0","0","0","0",""
="5309","系統電","01/08","65","-0.6","-0.91","年","0.156","0","0","0","0","0","0","0","0.7","0.701",""
="5310","天剛","01/08","29","0","0","年","0","0","0","0","0","0","0","0","0","0",""
="5312","寶島科","01/08","99.6","-0.2","-0.2","年","4.589","3.6","3.8","3.8","4","4","4.3","4.3","6","7.5",""
="5314","世紀*","01/08","102.5","+9","+9.63","年","0.23","0","0","0","0","0","0","0","1.8","0.274",""
="5315","光聯","01/08","23.6","-0.4","-1.67","年","1.335","2.505","1","1.467","0.823","0.821","1.3","1.8","0.8","1.5",""
="5321","美而快","01/08","36.15","+0.15","+0.42","年","0.161","0","0","0","0","0","0.5","0.7","0.25","0",""
="5324","士開","01/08","10.45","+0.05","+0.48","年","0","0","0","0","0","0","0","0","0","0",""
="5328","華容","01/08","20.35","-0.6","-2.86","年","0.157","0.311","0","0","0","0","0.15","0","0.35","0.6",""
="5340","建榮","01/08","68.8","+0.8","+1.18","年","0.022","0","0","0","0","0","0","0","0","0.2",""
="5344","立衛","01/08","14.7","-0.25","-1.67","年","0","0","0","0","0","0","0","0","0","0",""
="5345","馥鴻","01/08","24.65","+0.65","+2.71","年","0","0","0","0","0","0","0","0","0","0",""
="5347","世界","01/08","109","+5.5","+5.31","年","3.766","3","3","3.2","3.2","3.5","4.5","4.5","4.5","4.498",""
="5348","正能量智能","01/08","17.15","-0.15","-0.87","年","0","0","","","0","0","0","0","0","0",""
="5351","鈺創","01/08","61.8","+0.8","+1.31","年","0.091","0","0","0","0","0","0.798","0.02","0","0",""
="5353","台林","01/08","25.7","-0.15","-0.58","年","1.016","0.403","0.6","1.12","1.35","0.85","0.9","1.2","1.42","1.3",""
="5355","佳總","01/08","6.66","-0.12","-1.77","年","0","0","0","0","0","0","0","0","0","0",""
="5356","協益","01/08","24.9","-0.1","-0.4","年","2.2","4","2","2","2.2","2.2","1.3","1.5","2.3","2.3",""
="5364","力麗店","01/08","14.25","-0.1","-0.7","年","0.111","1","0","0","0","0","0","0","0","0",""
="5371","中光電","01/08","87.9","+1.6","+1.85","年","3.222","3.5","3","3.5","2","4","4","4.5","3","1.5",""
="5381","合正","01/08","24.2","-0.4","-1.63","年","0","0","0","0","0","0","0","0","0","0",""
="5386","青雲","01/08","82","-2.3","-2.73","年","0.588","1.3","1","0.5","0.5","0.3","0.4","0.3","0.4","0.591",""
="5388","中磊","01/08","78.8","-0.8","-1.01","年","3.619","4.2","3.75","2.497","3.024","2.6","2.4","4.5","5","4.6",""
="5392","能率","01/08","47","-2.15","-4.37","年","0.424","0.438","1","0.473","0.503","0.302","0.302","0.302","0.3","0.2",""
="5398","慕康生醫","01/08","22.9","+0.2","+0.88","年","0.091","0","0.131","0","0.3","0.25","0.136","0","0","0",""
="5403","中菲","01/08","115","-0.5","-0.43","年","4.112","3","3.4","3","3.1","3","4.004","5.001","6.001","6.503",""
="5410","國眾","01/08","30.55","0","0","年","1.624","1","1.23","1.3","1.5","1.692","1.845","2.493","2.061","1.498",""
="5425","台半","01/08","54","+0.5","+0.93","年","2.445","2.5","2.981","3","1.5","1.5","2.5","4","2","2.023",""
="5426","振發","01/08","19.3","-0.45","-2.28","年","0.3","1","0","1","0","0","0","0.2","0","0.5",""
="5434","崇越","01/08","301.5","-5.5","-1.79","年","7.754","5","4.2","5.3","6.5","8","8.8","10","9.997","11.99",""
="5439","高技","01/08","311.5","-3.5","-1.11","年","2.735","1.814","2","2.8","2.3","2.5","3.6","3.3","4.1","2.2",""
="5443","均豪","01/08","95.9","+0.7","+0.74","年","1.486","1.8","1.217","1.3","1.557","1","1.5","1.8","1.2","2",""
="5450","南良","01/08","13.85","-0.15","-1.07","年","0.222","0","0","0","0","0","0.6","0.65","0.25","0.5",""
="5452","佶優","01/08","28.5","-0.7","-2.4","年","0.319","0.15","0","0.2","0.22","0.6","0.8","0.5","0.15","0.252",""
="5455","昇益","01/08","29","+0.1","+0.35","年","0","0","0","0","0","0","0","0","0","0",""
="5457","宣德","01/08","40","-0.7","-1.72","年","0.951","0","0","0","0.5","2.101","2.5","1.838","0.319","1.3",""
="5460","同協","01/08","14.95","-0.35","-2.29","年","0.233","0.65","0.5","0.3","0.55","0.1","0","0","0","0",""
="5464","霖宏","01/08","25.95","0","0","年","0.856","0.4","0","1","0.5","0","2","2","0.8","1",""
="5465","富驊","01/08","31.75","+2.85","+9.86","年","0.93","0","0","0.27","1","1.15","1.15","1.5","1.5","1.8",""
="5468","凱鈺","01/08","19","-0.4","-2.06","年","0","0","0","0","0","0","0","0","0","0",""
="5469","瀚宇博","01/08","91.1","-1.7","-1.83","年","1.667","0.6","0.8","0.998","1.674","2.2","2.2","2.4","1.609","2.525",""
="5471","松翰","01/08","33.7","+0.6","+1.81","年","2.764","1.8","1.5","2.08","2.1","5.7","7","2.5","1.2","1",""
="5474","聰泰","01/08","161.5","0","0","年","4.365","3.3","3.3","3.8","4.581","8","5","3.8","3.5","4",""
="5475","德宏","01/08","89","-3","-3.26","年","0","0","0","0","0","0","0","0","0","0",""
="5481","新華","01/08","24.3","+1.35","+5.88","年","0.157","0","0","0.412","0","0.4","0.6","0","0","0",""
="5484","慧友","01/08","38.75","-1.75","-4.32","年","0","0","0","0","0","0","0","0","0","0",""
="5487","通泰","01/08","29","-0.15","-0.51","年","0.864","2","1.474","0.883","0.978","1.089","1.353","0","0","0",""
="5488","松普","01/08","9.81","+0.02","+0.2","年","0.159","0.08","0","1.35","0","0","0","0","0","0",""
="5489","彩富","01/08","40","-0.35","-0.87","年","1.468","1.8","1.5","2","1.529","1.02","1","1.525","1.02","1.818",""
="5490","同亨","01/08","26.8","-0.75","-2.72","年","1.178","4","1","0.5","1.5","2","1.25","0","0","0.35",""
="5498","凱崴","01/08","50.2","-1.3","-2.52","年","0.055","0","0.018","0","0.03","0.2","0","0.1","0","0.149",""
="5508","永信建","01/08","62.2","-1.2","-1.89","年","5.853","1.807","2.722","2.86","1.801","3.341","8.006","6.345","11.29","14.5",""
="5511","德昌","01/08","65.3","+0.3","+0.46","年","2.356","0.5","1.2","2.1","2.2","2","2","2.4","5","3.8",""
="5512","力麒","01/08","7.92","+0.04","+0.51","年","0.361","0.5","0.7","0.4","0.6","0.33","0.3","0","0.24","0.18",""
="5514","三豐","01/08","16.4","-0.05","-0.3","年","0.239","0.35","0.6","0.2","0.5","0.5","0","0","0","0",""
="5515","建國","01/08","38.6","-0.1","-0.26","年","0.888","0.5","0.5","0.5","0.519","0.8","1.022","1","1","2.15",""
="5516","雙喜","01/08","13.65","+0.1","+0.74","年","0.189","0","0","0","0.3","0.2","0.5","0.5","0.2","0",""
="5519","隆大","01/08","32.95","+0.05","+0.15","年","1.589","0.5","0.4","0.951","1.35","1.8","2","2.1","2.2","3",""
="5520","力泰","01/08","89.1","0","0","年","3.056","1.75","1.2","1.2","1.85","3.55","3.9","3.95","4.6","5.5",""
="5521","工信","01/08","22.05","-1.85","-7.74","年","0.103","0.2","0.6","0","0","0.13","0","0","0","0",""
="5523","豐謙","01/08","30.25","0","0","年","0.722","0","0.2","0.2","0.3","0.5","1.8","1.5","1.5","0.5",""
="5525","順天","01/08","28","+0.2","+0.72","年","0.922","0.3","1.2","2","0.5","0.5","0.3","1.5","1.2","0.8",""
="5529","鉅陞","01/08","28.5","+0.25","+0.88","年","0","0","0","0","0","0","0","0","0","0",""
="5530","龍巖","01/08","47.25","-0.25","-0.53","年","1.344","1.2","2.5","3","3","1.2","1.2","0","0","0",""
="5531","鄉林","01/08","9.05","+0.02","+0.22","年","0","0","0","0","0","0","0","0","0","0",""
="5533","皇鼎","01/08","14.2","-0.05","-0.35","年","0.839","0.65","0.7","0.7","0.5","0.6","1","1.2","1.2","1",""
="5534","長虹","01/08","85.4","+0.7","+0.83","年","5.712","6","6.2","7","6.3","5","4.41","5.5","5.5","5.5",""
="5538","東明-KY","01/08","32.75","+0.45","+1.39","年","1.942","2","2.5","2","1.5","1.777","3.2","2","1","1.5",""
="5543","桓鼎-KY","01/08","33.55","+3.05","+10","年","0.757","0.9","0.8","0.5","0.8","0.959","2","0.759","0.094","0",""
="5546","永固-KY","01/08","21.7","0","0","年","3.389","","","","4","5.831","5","1.5","2","2",""
="5548","安倉","01/08","24","0","0","年","1.3","","","","","","","1.25","1.25","1.4",""
="5601","台聯櫃","01/08","36.3","+0.1","+0.28","年","0.315","0.3","0.3","0.3","0.21","0.25","0.26","0.48","0.385","0.35",""
="5603","陸海","01/08","19.15","0","0","年","1.056","0.7","0.6","0","0","1","4","1","1.2","1",""
="5604","中連","01/08","37.1","+0.05","+0.13","年","3.661","1.8","1.5","3.75","5.55","7.95","6.1","2","2","2.3",""
="5607","遠雄港","01/08","48.65","+0.3","+0.62","年","0.844","0","0.2","0.4","1","1.2","1.6","1.2","0.9","1.1",""
="5608","四維航","01/08","17.75","-0.25","-1.39","年","0.389","0","0","0","0","0","2","1.5","0","0",""
