"代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放頻率","平均股利(元)","2017發放年度","2018發放年度","2019發放年度","2020發放年度","2021發放年度","2022發放年度","2023發放年度","2024發放年度","2025發放年度","2026發放年度"
="7722","LINEPAY","01/08","549","-8","-1.44","年","0.75","","","","","","","","0","1.5",""
="7728","光焱科技","01/08","605","-8","-1.31","年","6.319","","","","","","","","5.606","7.032",""
="7730","暉盛-創","01/08","99","+3.4","+3.56","年","1.5","","","","","","","","2","1",""
="7732","金興精密","01/08","40","0","0","年","1.826","","","","","","","","1.652","2",""
="7734","印能科技","01/08","977","-20","-2.01","年","18.23","","","","","","","","14.75","21.72",""
="7736","虎山","01/08","87.1","-1.7","-1.91","年","2.81","","","","","","","","2.1","3.52",""
="7740","熙特爾-創","01/08","153","-4","-2.55","年","0","","","","","","","","0","0",""
="7743","金利食安","01/08","20","-0.6","-2.91","年","0.99","","","","","","","","0.58","1.4",""
="7744","崴寶","01/08","336","-12","-3.45","年","3.5","","","","","","","","2","5",""
="7747","昕奇雲端","01/08","118.5","-1","-0.84","年","2.481","","","","","","","","1.517","3.446",""
="7749","意騰-KY","01/08","455","-16.5","-3.5","年","5.26","","","","","","","","","5.26",""
="7750","新代","01/08","860","+7","+0.82","年","8.5","","","","","","","","6","11",""
="7751","竑騰","01/08","709","-21","-2.88","年","8","","","","","","","","6","10",""
="7753","星亞","01/08","43","+0.05","+0.12","年","1.913","","","","","","","","2.5","1.326",""
="7757","金色三麥","01/08","116","+7","+6.42","年","8.75","","","","","","","","8.5","9",""
="7765","中華資安","01/08","281.5","-3","-1.05","年","7.952","","","","","","","","6.678","9.225",""
="7767","仁大資訊","01/08","48.2","-0.7","-1.43","年","3","","","","","","","","","3",""
="7769","鴻勁","01/08","3130","-190","-5.72","年","22.5","","","","","","","","","22.5",""
="7770","君曜","01/08","57.8","-1.6","-2.69","年","4.5","","","","","","","","5","4",""
="7782","光速火箭","01/08","29","-0.05","-0.17","年","1.894","","","","","","","","0.77","3.018",""
="7786","東方風能","01/08","169.5","+15","+9.71","年","1.5","","","","","","","","1","2",""
="7788","松川精密","01/08","131.5","-2.5","-1.87","年","1.75","","","","","","","","1","2.5",""
="7791","皇家可口","01/08","71.4","-0.1","-0.14","年","3.445","","","","","","","","3.59","3.3",""
="7799","禾榮科","01/08","391","+4","+1.03","年","0","","","","","","","","0","0",""
="7805","威聯通","01/08","669","-13","-1.91","年","39.99","","","","","","","","39.99","40",""
="7810","捷創科技","01/08","264","-26","-8.97","年","3.75","","","","","","","","3.5","4",""
="8011","台通","01/08","21.4","-0.6","-2.73","年","0.216","0.543","0","0","0","0","0","0","0","1.4",""
="8016","矽創","01/08","186","+2","+1.09","年","12.06","6","5.501","5","6.5","7.5","32","22","12","12",""
="8021","尖點","01/08","196","+3","+1.55","年","1.289","0.911","0.4","1.2","1.2","1.58","2.3","2","0.8","1.207",""
="8024","佑華","01/08","12","+0.1","+0.84","年","0.478","0.3","0.3","0.3","0","0","1.4","2","0","0",""
="8027","鈦昇","01/08","106","-4","-3.64","年","0.621","0","0","0.303","0","1.189","1.594","2.003","0.501","0",""
="8028","昇陽半導體","01/08","192","-4.5","-2.29","年","1.544","1.5","1.6","1.6","2","0.6","0.8","1.8","1.8","2.2",""
="8032","光菱","01/08","36.75","-0.45","-1.21","年","1.503","1.8","1.7","2","1.13","1","1.8","2.2","0.8","1.1",""
="8033","雷虎","01/08","158.5","+14","+9.69","年","0","0","0","0","0","0","0","0","0","0",""
="8034","榮群","01/08","24","-1.4","-5.51","年","0.422","0","0","0","0.2","0","1","0.6","1.2","0.8",""
="8038","長園科","01/08","53.5","+0.8","+1.52","年","0","0","0","0","0","0","0","0","0","0",""
="8039","台虹","01/08","83.2","-2.9","-3.37","年","2.268","1.999","2.5","2.5","2.5","2.5","2.5","2.5","0.92","2.495",""
="8040","九暘","01/08","49.1","0","0","年","0.222","0","0","0","0.2","0","0.6","1.2","0","0",""
="8042","金山電","01/08","58","-4","-6.45","年","1.59","3.47","2.942","2","0","0.7","1","1.5","1.2","1.5",""
="8043","蜜望實","01/08","79.5","-1.9","-2.33","年","0.909","1","0.8","2.6","0.5","0.202","1","1.08","0.2","0.8",""
="8044","網家","01/08","30.1","-0.15","-0.5","年","0.832","4.963","0","0","0.7","1.314","0.508","0","0","0",""
="8045","達運光電","01/08","73.5","-0.3","-0.41","年","1.052","0","0.2","0.6","0.5","0.5","0.5","0.7","4.5","1.968",""
="8046","南電","01/08","237","-4.5","-1.86","年","4.511","0.8","0.5","0.7","0.7","3.4","10","18","5.5","1",""
="8047","星雲","01/08","50.8","-0.2","-0.39","年","0.122","0.35","0.35","0","0","0.15","0.25","0","0","0",""
="8048","德勝","01/08","55.7","+0.4","+0.72","年","2.28","2.019","2.2","2.2","2.5","2","2.2","2.2","3","2.2",""
="8049","晶采","01/08","25.75","-0.55","-2.09","年","1.994","1.3","1.399","2","1.8","1.65","2.1","3","2.7","2",""
="8050","廣積","01/08","42.4","-0.4","-0.93","年","3.055","4.031","2.511","1.999","2.008","1.832","2.165","5.584","4.18","3.184",""
="8054","安國","01/08","124","+1","+0.81","年","0.72","0.795","1","1","0.536","0.5","1.65","0.5","0.5","0",""
="8059","凱碩","01/08","22.35","+2","+9.83","年","0.022","0.2","0","0","0","0","0","0","0","0",""
="8064","東捷","01/08","46.9","+0.05","+0.11","年","0.789","0.85","0","1","1","0.2","1.25","1.5","0.7","0.6",""
="8066","來思達","01/08","19.75","-0.05","-0.25","年","4.011","6","8","10","6.103","3","1","1","1","0",""
="8067","志旭","01/08","16.35","-0.05","-0.3","年","0","0","0","0","0","0","0","0","0","0",""
="8068","全達","01/08","26","+0.4","+1.56","年","0","0","0","0","0","0","0","0","0","0",""
="8069","元太","01/08","173.5","-7","-3.88","年","3.01","1.496","1.64","2.092","2","2.686","3.2","4.5","4.49","4.99",""
="8071","能率網通","01/08","17.75","-0.15","-0.84","年","0.352","0.2","0.15","0.42","0.5","0.2","1.2","0.5","0","0",""
="8072","陞泰","01/08","30.5","-0.55","-1.77","年","0.556","0.5","0.5","0.5","0.2","0.2","0.35","1","0.75","1",""
="8074","鉅橡","01/08","51.2","+4.6","+9.87","年","1.2","1.669","1.389","1.24","1","1","1","1.5","1","1",""
="8076","伍豐","01/08","23.4","-0.25","-1.06","年","0.674","0.7","0.7","1","0.262","0.5","0.3","0.7","0.8","1.1",""
="8077","洛碁","01/08","45.95","+2.55","+5.88","年","0.222","0","0","0","0","0","0","0","0","2",""
="8080","泰霖","01/08","29.75","-0.05","-0.17","年","0","0","0","0","0","0","0","0","0","0",""
="8081","致新","01/08","213","-2","-0.93","年","10.17","5","4.5","5","7.5","9.5","16","14","14","16",""
="8083","瑞穎","01/08","158.5","+1","+0.63","年","9.133","8.5","8.5","8.8","9","10","10.2","10.2","7","10",""
="8084","巨虹","01/08","61.2","-1.5","-2.39","年","0","0","0","0","0","0","0","0","0","0",""
="8085","福華","01/08","15.85","-0.3","-1.86","年","0.033","0","0","0","0","0","0.2","0.1","0","0",""
="8086","宏捷科","01/08","110","+1","+0.92","年","1.643","2.4","1.4","1.5","1.7","2.8","2.8","0","1","1.19",""
="8087","麗升能源","01/08","30.9","-0.9","-2.83","年","0.177","0","0.1","0","0","0","0","0","0.493","1",""
="8088","品安","01/08","54.1","+4.85","+9.85","年","1.216","0.529","0.191","0.44","2.08","1.2","1","2.4","2.6","0.5",""
="8089","康全電訊","01/08","28","-0.2","-0.71","年","1.158","1.3","1","1.5","1.687","1.991","0.992","0.7","0","1.25",""
="8091","翔名","01/08","117","-1","-0.85","年","5.144","3.631","8.1","5.626","1.452","2.58","3.909","7","6","8",""
="8092","建暐","01/08","14","-0.5","-3.45","年","0","0","0","0","0","0","0","0","0","0",""
="8096","擎亞","01/08","51.7","-2.4","-4.44","年","0.153","0","0.2","0","0.2","0.2","0.25","0.03","0","0.5",""
="8097","常珵","01/08","59.1","-0.5","-0.84","年","0.224","0","0","0","0","0","0","2.012","0","0",""
="8099","大世科","01/08","70.2","-0.1","-0.14","年","1.32","1.14","1.62","0.52","1.05","1.35","1.8","1.75","1.85","0.8",""
="8101","華冠","01/08","16.75","+0.45","+2.76","年","0","0","0","0","0","0","0","0","0","0",""
="8103","瀚荃","01/08","96.8","+3.9","+4.2","年","1.592","1.8","1","1","1.031","1.4","2","2","1.231","2.862",""
="8104","錸寶","01/08","32","-0.4","-1.23","年","1.239","0.5","0.7","3","0.35","2.995","2.005","1.5","0","0.1",""
="8105","凌巨","01/08","14","-1","-6.67","年","0.089","0.2","0.2","0","0.1","0","0","0.2","0.1","0",""
="8107","大億金茂","01/08","13.8","-0.1","-0.72","年","1.165","0","7","1","1","0.067","0.15","0.27","0","1",""
="8109","博大","01/08","102","+0.5","+0.49","年","4.224","3.5","4","4.5","4.025","3.5","4","3.995","6","4.5",""
="8110","華東","01/08","72.6","-2.5","-3.33","年","0.254","0.25","0.85","0.3","0","0.2","0.13","0.15","0.204","0.2",""
="8111","立碁","01/08","68.2","+1.2","+1.79","年","0.756","0","0","0.45","0.458","0.9","2.1","1.2","0.8","0.9",""
="8112","至上","01/08","81.5","-3","-3.55","年","3.307","2.477","2.799","3","2.7","3","4","4.4","4.035","3.351",""
"8112A","至上甲特","01/08","44.6","-0.05","-0.11","年","1.914","","","","","","","1.692","2.025","2.025",""
="8114","振樺電","01/08","178.5","+5","+2.88","年","5.589","7.943","6.2","6.2","4.5","1.5","4.5","6.994","4.697","7.764",""
="8121","越峰","01/08","28.7","-0.45","-1.54","年","0","0","0","0","0","0","0","0","0","0",""
="8131","福懋科","01/08","67.3","-1.1","-1.61","年","2.183","2","2.5","2.5","2.2","2.3","2.5","3.3","0.9","1.45",""
="8147","正淩","01/08","104.5","-1.5","-1.42","年","1.451","1.998","2","0.55","0","0.498","1.04","2.657","2.327","1.991",""
="8150","南茂","01/08","53","-0.2","-0.38","年","1.792","1","0.3","1.2","1.8","2.2","4.3","2.3","1.8","1.23",""
="8155","博智","01/08","170","-1.5","-0.87","年","5.037","2.93","5.5","5.6","3.6","7","6","7.301","3.6","3.8",""
="8162","微矽電子-創","01/08","37.45","-0.3","-0.79","年","1","","","","","","","1.5","0.5","1",""
="8163","達方","01/08","30.3","-0.4","-1.3","年","2.7","2","2","3.5","2.3","2.5","3","3","4","2",""
="8171","天宇","01/08","23","-0.85","-3.56","年","0.1","0","0","0","0.25","0","0","0.652","0","0",""
="8176","智捷","01/08","10.85","0","0","年","0.178","0.3","0.55","0.6","0.15","0","0","0","0","0",""
="8182","加高","01/08","25.85","-0.25","-0.96","年","1.383","0.65","1","1.1","1","1.5","3","1","1.2","2",""
="8183","精星","01/08","33.2","-0.95","-2.78","年","0.956","0.3","0.4","0.4","0.45","0.8","1.255","1.9","1.8","1.3",""
="8201","無敵","01/08","14.95","+1.35","+9.93","年","0","0","0","0","0","0","0","0","0","0",""
="8210","勤誠","01/08","921","-54","-5.54","年","4.233","3","3","4","4.6","4.002","3.001","4.001","5","7.494",""
="8213","志超","01/08","33.5","-0.8","-2.33","年","2.347","1.5","1.513","2.183","2.547","3.5","5","2.5","1","1.38",""
="8215","明基材","01/08","21","-1.2","-5.41","年","0.891","0","0.9","0.6","0.5","0.7","1.5","2","1.2","0.62",""
="8222","寶一","01/08","40.65","+0.6","+1.5","年","0.339","0.8","0.3","0.5","0.45","0","0","0","0.3","0.7",""
="8227","巨有科技","01/08","141","-4","-2.76","年","1.35","","","","","","0","1.5","2.3","1.6",""
="8234","新漢","01/08","71.4","-1.5","-2.06","年","1.133","1.496","0.6","0.7","0.8","0.8","1","3","1.2","0.6",""
="8240","華宏","01/08","42.65","+2.75","+6.89","年","1.206","0","0","0.85","1.3","1.6","2.5","1.5","1.5","1.6",""
="8255","朋程","01/08","117.5","-3","-2.49","年","4.61","6.5","6","5","4.5","2.301","4","4","5","4.186",""
="8261","富鼎","01/08","88.6","-2.2","-2.42","年","2.256","0.7","0.45","1","0.5","1","6","4.977","2.488","3.191",""
="8271","宇瞻","01/08","127","+7.5","+6.28","年","2.624","2.4","2.6","2.5","2.55","2.02","2.89","3.3","3.15","2.21",""
="8272","全景軟體","01/08","82.2","0","0","年","2.635","","","","","","","","2.87","2.4",""
="8277","商丞","01/08","9.03","+0.17","+1.92","年","0","0","0","0","0","0","0","0","0","0",""
="8279","生展","01/08","119","+0.5","+0.42","年","3.333","1","1","2.5","3","3.5","4","5","5","5",""
="8284","三竹","01/08","63.3","0","0","年","2.637","0","1.201","2.677","3","2.357","3","4","3.5","4",""
="8289","泰藝","01/08","20.6","-0.1","-0.48","年","0.913","0.5","0.3","0.4","0","0.12","2.1","3.5","1","0.3",""
="8341","日友","01/08","77.2","+0.9","+1.18","年","6.256","4.5","6","6.5","8","8.2","8","7.5","3.8","3.8",""
="8342","益張","01/08","86","0","0","年","4.054","5.8","2.988","3.5","3.5","4","3.4","4.5","3.8","5",""
="8349","恒耀","01/08","43.45","-0.05","-0.11","年","2.863","4.852","5.491","4.658","2","2.078","1.2","1.992","1.498","1.997",""
"8349A","恒耀甲特","01/08","46.05","-0.05","-0.11","年","1.849","","","","","1.646","1.9","1.9","1.9","1.9",""
="8354","冠好","01/08","15.75","-0.35","-2.17","年","0.511","0.5","0.5","0.6","0.7","0.3","0.8","0.3","0.3","0.6",""
="8358","金居","01/08","255","-11","-4.14","年","2.1","0","3","2.2","2","2","4.2","2.5","1.5","1.501",""
="8367","建新國際","01/08","42.5","+0.05","+0.12","年","1.811","1.1","1","1","1.1","1.5","2.8","2.5","2.5","2.8",""
="8374","羅昇","01/08","85.1","-6.2","-6.79","年","0.461","0.1","0.499","0.5","0.3","0.6","0.9","0.5","0.3","0.45",""
="8383","千附","01/08","40.35","-0.2","-0.49","年","2.446","2.7","2.7","2.5","2.5","2.5","2.613","2.5","1.5","2.5",""
="8390","金益鼎","01/08","94.2","-1.8","-1.88","年","1.353","0.2","0.3","0.45","1.243","1.6","1.8","1.88","2.2","2.5",""
="8401","白紗科","01/08","28.9","-0.1","-0.34","年","1.08","0.399","1.278","0.845","0.501","0.666","1.732","1.999","0.8","1.5",""
="8403","盛弘","01/08","23.15","+0.05","+0.22","年","0.433","0.5","0.5","0.5","0","0.5","0.5","0.5","0.4","0.5",""
="8404","百和興業-KY","01/08","23.6","+0.05","+0.21","年","0.572","0.2","0.3","0.2","0.6","1","2.5","0.2","0","0.15",""
="8409","商之器","01/08","21.85","0","0","年","0","0","0","0","0","0","0","0","0","0",""
="8410","森田","01/08","36","+0.25","+0.7","年","1.734","1.5","1.65","1.75","1.5","2.5","0.6","0.61","2.5","3",""
="8415","大國鋼","01/08","33.75","-0.2","-0.59","年","1.534","1","1","2.4","1.408","1.4","1.8","1.8","1.5","1.5",""
="8416","實威","01/08","185","-1","-0.54","年","7.278","6","6","7.5","7","7","8","8","8","8",""
="8421","旭源","01/08","13.35","+0.05","+0.38","年","0.316","1.18","0.3","0.35","0","0","0","1.01","0","0",""
="8422","可寧衛*","01/08","35.5","+0.6","+1.72","年","10.27","11.5","11","10","10","10","10","9.985","10","9.944",""
="8423","保綠-KY","01/08","17.95","-0.05","-0.28","年","0.506","0.25","0.5","1","0.6","0.4","0.3","0.5","0.4","0.6",""
="8424","惠普","01/08","73.3","0","0","年","3.989","3","3.5","3.8","4","4","4.5","4.7","4","4.4",""
="8429","金麗-KY","01/08","7.6","-0.02","-0.26","年","0.109","0.7","0.13","0.13","0.02","0","0","0","0","0",""
="8432","東生華","01/08","55.6","-0.2","-0.36","年","1.878","3.1","2.1","1.6","1.8","1.8","1.5","1.6","1.28","2.12",""
="8433","弘帆","01/08","50.7","-0.2","-0.39","年","4.223","6.057","5.048","3","2","2","2.5","5","5.941","6.465",""
="8435","鉅邁","01/08","52.8","+0.4","+0.76","年","3.606","3","3.3","3.2","3.35","3.5","3.8","3.8","4","4.5",""
="8436","大江","01/08","122","+1.5","+1.24","年","6.702","2.009","2.688","6.953","8.883","8.842","8.919","5.023","7","10",""
="8437","大地-KY","01/08","16.4","0","0","年","4.515","6.13","7.086","8.25","7.5","3","4","2.65","1","1.018",""
="8438","昶昕","01/08","51.9","+2.35","+4.74","年","0.802","0.33","0","0.582","0.202","0.9","2","1","0.9","1.3",""
="8440","綠電","01/08","24.25","-0.55","-2.22","年","0.46","0.75","0.857","0.5","0.4","0.3","0.6","0.4","0.167","0.168",""
="8442","威宏-KY","01/08","69.8","+1.2","+1.75","年","2.401","2.2","0","1.5","0.3","0","1","4.949","5.257","6.407",""
="8450","霹靂","01/08","17","0","0","年","0.311","2","0","0.8","0","0","0","0","0","0",""
="8454","富邦媒","01/08","204.5","-4.5","-2.15","年","11.01","8","8","9","8.5","10","13","15","14.8","12.8",""
="8455","大拓-KY","01/08","23.85","+2.15","+9.91","年","0.076","0.123","0.114","0.173","0.161","0","0","0.117","0","0",""
="8462","柏文","01/08","158","+3.5","+2.27","年","3.33","1.851","3.418","5.288","5.383","4.865","1.291","1.553","2.112","4.205",""
="8463","潤泰材","01/08","26.4","-0.1","-0.38","年","0.652","1.1","0.83","0.7","0.49","0.77","0","0.23","0.65","1.1",""
="8464","億豐","01/08","379","+6","+1.61","年","10.94","10","10","10","10","10","11","11","12","14.5",""
="8466","美吉吉-KY","01/08","21.45","0","0","年","2.977","7","6","3","4.1","3","0.7","1.5","0.295","1.2",""
="8472","夠麻吉","01/08","67.1","+0.1","+0.15","年","1.124","2.77","1","0.554","1.789","2.5","1.5","0","0","0",""
="8473","山林水","01/08","35.95","+0.2","+0.56","年","1.481","3.2","3","2.556","2","1","0.85","0","0","0.725",""
="8476","台境*","01/08","16.7","+0.1","+0.6","年","0.657","0.546","0","0","0","0","0","2.15","2.2","1.02",""
="8477","創業家","01/08","12.1","+0.05","+0.41","年","0.876","1.88","0.82","1.879","1.37","1.936","0","0","0","0",""
="8478","東哥遊艇","01/08","191","-0.5","-0.26","年","4.25","0.65","2.067","2.001","0.506","1.023","5","10","12","5",""
="8481","政伸","01/08","40.5","-0.05","-0.12","年","3.672","2.2","3","3","3","7","6.5","3.8","2","2.55",""
="8482","商億-KY","01/08","49.85","+0.35","+0.71","年","5.573","","6.994","8","6.037","4.8","5.87","6.22","2.3","4.36",""
="8487","愛爾達-創","01/08","80.2","+0.1","+0.12","年","1.609","0","0","0.6","0.507","0.4","1.1","2.17","4.5","5.2",""
="8488","吉源-KY","01/08","9.91","-0.14","-1.39","年","0.533","2","1.2","0.5","0.5","0.3","0.3","0","0","0",""
="8489","三貝德","01/08","39.7","-0.3","-0.75","年","1.399","0.1","5","5","1.591","0.7","0.2","0","0","0",""
="8499","鼎炫-KY","01/08","317","-7.5","-2.31","年","5.401","3.5","5.045","5","5","7.998","8","2","4","8.062",""
="8905","裕國","01/08","31.1","0","0","年","1.111","1","1","1","1","0.3","1.9","1","1.8","1",""
